"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60"
"FRE_2011",2,2,2,1,2,1,2,1,2,2,2,2,2,2,1.78571428571429,0.5,0.5,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.392857142857143,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0.785714285714286,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,1
"FRE_2012",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRE_2013",2,2,2,1,2,2,2,1,2,2,2,2,2,2,1.85714285714286,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.428571428571429,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0.857142857142857,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1
"FRE_2017",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALD_2011",4,2,1,2,3,1,2,3,3,2,1,1,2,2,2.07142857142857,0.722222222222222,0.444444444444444,0,0.444444444444444,0.611111111111111,0,0.277777777777778,0.5,0.611111111111111,0.5,0,0,0.277777777777778,0.277777777777778,0.333333333333333,0.866666666666667,0.533333333333333,0,0.533333333333333,0.733333333333333,0,0.333333333333333,0.6,0.733333333333333,0.6,0,0,0.333333333333333,0.333333333333333,0.4,0.935331486891243,0.898996026681149,NA,0.898996026681149,0.898236726504719,NA,0.675721005434548,0.724059704198338,0.898236726504719,1,NA,NA,0.675721005434548,0.675721005434548,0.828101971376496
"ALD_2012",2,1,1,2,2,2,1,1,2,2,1,1,1,1,1.42857142857143,0.5,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0.214285714285714,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0.428571428571429,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1
"ALD_2013",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALD_2014",2,1,1,1,1,1,1,1,1,1,2,1,1,1,1.14285714285714,0.444444444444444,0,0,0,0,0,0,0,0,0,0.444444444444444,0,0,0,0.0634920634920635,0.666666666666667,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0.0952380952380952,0.898996026681149,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.898996026681149,NA,NA,NA,0.898996026681149
"RIE_2011",3,2,1,4,5,1,1,3,3,4,3,2,2,3,2.64285714285714,0.5859375,0.1171875,0,0.6484375,0.6796875,0,0,0.5078125,0.6640625,0.6953125,0.5703125,0.4921875,0.3046875,0.4765625,0.41015625,0.625,0.125,0,0.691666666666667,0.725,0,0,0.541666666666667,0.708333333333333,0.741666666666667,0.608333333333333,0.525,0.325,0.508333333333333,0.4375,0.844647462023953,0.503997010718435,NA,0.838934026124389,0.739020096743772,NA,NA,0.797010470951508,0.994075196381683,0.914877131426763,0.841051301730874,0.984595131069078,0.706498281313375,0.702214795159041,0.806083718512988
"RIE_2012",1,1,1,4,3,1,2,3,3,4,2,2,2,2,2.21428571428571,0,0,0,0.693877551020408,0.571428571428571,0,0.244897959183674,0.612244897959184,0.448979591836735,0.693877551020408,0.244897959183674,0.408163265306122,0.244897959183674,0.408163265306122,0.326530612244898,0,0,0,0.80952380952381,0.666666666666667,0,0.285714285714286,0.714285714285714,0.523809523809524,0.80952380952381,0.285714285714286,0.476190476190476,0.285714285714286,0.476190476190476,0.380952380952381,NA,NA,NA,0.876518352651315,0.833078200015919,NA,0.639701696570802,0.912771516428777,0.669336279706564,0.876518352651315,0.639701696570802,0.84210218415071,0.639701696570802,0.84210218415071,0.777153215946771
"RIE_2013",3,2,1,3,3,2,2,3,3,3,2,2,2,2,2.35714285714286,0.53125,0.375,0,0.53125,0.65625,0.21875,0.21875,0.59375,0.40625,0.59375,0.375,0.5,0.21875,0.375,0.399553571428571,0.607142857142857,0.428571428571429,0,0.607142857142857,0.75,0.25,0.25,0.678571428571428,0.464285714285714,0.678571428571428,0.428571428571429,0.571428571428571,0.25,0.428571428571429,0.456632653061224,0.776131858228185,0.794949052073454,NA,0.776131858228185,0.978443052415877,0.611929212534787,0.611929212534787,0.88612936095216,0.629576251694888,0.88612936095216,0.794949052073454,1,0.611929212534787,0.794949052073454,0.781013579715091
"RIE_2014",2,2,1,3,4,1,1,2,3,3,3,2,1,4,2.28571428571429,0.375,0.375,0,0.625,0.75,0,0,0.375,0.625,0.625,0.625,0.5,0,0.75,0.401785714285714,0.5,0.5,0,0.833333333333333,1,0,0,0.5,0.833333333333333,0.833333333333333,0.833333333333333,0.666666666666667,0,1,0.535714285714286,0.794949052073454,0.794949052073454,NA,0.911530267796712,1,NA,NA,0.794949052073454,0.911530267796712,0.911530267796712,0.911530267796712,1,NA,1,0.903096822740721
"RIE_2015",2,2,1,3,4,1,1,3,2,2,3,2,1,2,2.07142857142857,0.375,0.5,0,0.625,0.75,0,0,0.625,0.5,0.375,0.625,0.5,0,0.375,0.375,0.5,0.666666666666667,0,0.833333333333333,1,0,0,0.833333333333333,0.666666666666667,0.5,0.833333333333333,0.666666666666667,0,0.5,0.5,0.794949052073454,1,NA,0.911530267796712,1,NA,NA,0.911530267796712,1,0.794949052073454,0.911530267796712,1,NA,0.794949052073454,0.91194379596105
"TRO_2011",2,1,1,1,1,2,2,2,1,2,2,1,1,1,1.42857142857143,0.48,0,0,0,0,0.48,0.48,0.32,0,0.48,0.48,0,0,0,0.194285714285714,0.6,0,0,0,0,0.6,0.6,0.4,0,0.6,0.6,0,0,0,0.242857142857143,0.961406564361458,NA,NA,NA,NA,0.961406564361458,0.961406564361458,0.724667671903595,NA,0.961406564361458,0.961406564361458,NA,NA,NA,0.921950082285148
"TRO_2013",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCG_2011",1,1,1,4,2,1,2,2,1,3,1,2,2,2,1.78571428571429,0,0,0,0.72,0.48,0,0.32,0.48,0,0.64,0,0.32,0.32,0.48,0.268571428571429,0,0,0,0.9,0.6,0,0.4,0.6,0,0.8,0,0.4,0.4,0.6,0.335714285714286,NA,NA,NA,0.921893121824361,0.961406564361458,NA,0.724667671903595,0.961406564361458,NA,0.949796545384325,NA,0.724667671903595,0.724667671903595,0.961406564361458,0.866239047000481
"SCG_2014",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOH_2011",2,2,1,4,4,2,1,2,2,3,1,1,1,3,2.07142857142857,0.197530864197531,0.493827160493827,0,0.617283950617284,0.518518518518519,0.197530864197531,0,0.444444444444444,0.493827160493827,0.493827160493827,0,0,0,0.592592592592593,0.289241622574956,0.222222222222222,0.555555555555556,0,0.694444444444444,0.583333333333333,0.222222222222222,0,0.5,0.555555555555556,0.555555555555556,0,0,0,0.666666666666667,0.325396825396825,0.589715506629329,0.9877922222672,NA,0.748368959120214,0.62405690625237,0.589715506629329,NA,0.898996026681149,0.9877922222672,0.729933464800704,NA,NA,NA,0.895275499329498,0.783516257108555
"BOH_2012",2,2,1,2,3,2,2,3,2,2,1,1,3,3,2.07142857142857,0.42,0.32,0,0.48,0.54,0.18,0.48,0.58,0.48,0.32,0,0,0.46,0.54,0.342857142857143,0.466666666666667,0.355555555555555,0,0.533333333333333,0.6,0.2,0.533333333333333,0.644444444444444,0.533333333333333,0.355555555555555,0,0,0.511111111111111,0.6,0.380952380952381,0.859998033904004,0.724667671903595,NA,0.961406564361458,0.807059590430472,0.571429840295638,0.961406564361458,0.880390730003472,0.961406564361458,0.724667671903595,NA,NA,0.692792356488025,0.807059590430472,0.813844107131241
"BOH_2013",1,2,1,3,2,2,2,1,2,2,1,1,1,1,1.57142857142857,0,0.5,0,0.625,0.375,0.375,0.5,0,0.375,0.375,0,0,0,0,0.223214285714286,0,0.666666666666667,0,0.833333333333333,0.5,0.5,0.666666666666667,0,0.5,0.5,0,0,0,0,0.297619047619048,NA,1,NA,0.911530267796712,0.794949052073454,0.794949052073454,1,NA,0.794949052073454,0.794949052073454,NA,NA,NA,NA,0.870189496584361
"BOH_2014",1,2,1,2,2,2,1,2,2,2,1,1,2,2,1.64285714285714,0,0.5,0,0.375,0.375,0.5,0,0.375,0.375,0.375,0,0,0.375,0.5,0.267857142857143,0,0.666666666666667,0,0.5,0.5,0.666666666666667,0,0.5,0.5,0.5,0,0,0.5,0.666666666666667,0.357142857142857,NA,1,NA,0.794949052073454,0.794949052073454,1,NA,0.794949052073454,0.794949052073454,0.794949052073454,NA,NA,0.794949052073454,1,0.863299368048969
"BOB_2011",1,2,1,2,3,1,1,1,1,3,2,2,2,2,1.71428571428571,0,0.32,0,0.48,0.64,0,0,0,0,0.56,0.32,0.48,0.48,0.48,0.268571428571429,0,0.4,0,0.6,0.8,0,0,0,0,0.7,0.4,0.6,0.6,0.6,0.335714285714286,NA,0.724667671903595,NA,0.961406564361458,0.949796545384325,NA,NA,NA,NA,0.802269175340272,0.724667671903595,0.961406564361458,0.961406564361458,0.961406564361458,0.880878415247203
"BOB_2012",2,2,1,4,5,1,1,2,2,3,2,2,2,3,2.28571428571429,0.32,0.391111111111111,0,0.613333333333333,0.782222222222222,0,0,0.32,0.231111111111111,0.497777777777778,0.124444444444444,0.48,0.497777777777778,0.657777777777778,0.351111111111111,0.342857142857143,0.419047619047619,0,0.657142857142857,0.838095238095238,0,0,0.342857142857143,0.247619047619048,0.533333333333333,0.133333333333333,0.514285714285714,0.533333333333333,0.704761904761905,0.376190476190476,0.724667671903595,0.817338655024125,NA,0.811657894792242,0.950592794097383,NA,NA,0.724667671903595,0.624985234414022,0.726025245548246,0.512128411009036,0.961406564361458,0.995573577317762,0.98065297165123,0.80269969927479
"BOB_2013",2,2,1,4,4,2,2,2,2,4,4,2,2,3,2.57142857142857,0.408163265306122,0.471655328798186,0,0.557823129251701,0.675736961451247,0.090702947845805,0.444444444444444,0.308390022675737,0.244897959183674,0.575963718820862,0.448979591836735,0.498866213151927,0.489795918367347,0.634920634920635,0.417881438289602,0.428571428571429,0.495238095238095,0,0.585714285714286,0.70952380952381,0.0952380952380953,0.466666666666667,0.323809523809524,0.257142857142857,0.604761904761905,0.471428571428571,0.523809523809524,0.514285714285714,0.666666666666667,0.438775510204082,0.84210218415071,0.946088023254641,NA,0.762877489716866,0.88833750803096,0.472758234645524,0.898996026681149,0.710844280518762,0.639701696570802,0.795120558417953,0.612346028427112,0.997737128359979,0.979965493525,0.932002383357365,0.806067464281294
"BOB_2014",2,2,1,5,5,3,2,3,3,4,3,2,2,3,2.85714285714286,0.265927977839335,0.465373961218837,0,0.736842105263158,0.736842105263158,0.277008310249308,0.332409972299169,0.609418282548477,0.349030470914127,0.609418282548477,0.277008310249308,0.498614958448754,0.498614958448754,0.587257617728532,0.445983379501385,0.280701754385965,0.491228070175439,0,0.777777777777778,0.777777777777778,0.292397660818714,0.350877192982456,0.64327485380117,0.368421052631579,0.64327485380117,0.292397660818714,0.526315789473684,0.526315789473684,0.619883040935673,0.470760233918129,0.662565382432118,0.93484035719669,NA,0.870318922105026,0.870318922105026,0.539413861767827,0.739795407569561,0.883842112917994,0.606989992878988,0.785835384709208,0.539413861767827,0.99723693014163,0.99723693014163,0.889811459894656,0.793663040432937
"BOB_2015",2,2,1,4,3,1,2,2,2,3,3,2,2,3,2.28571428571429,0.408163265306122,0.489795918367347,0,0.693877551020408,0.612244897959184,0,0.408163265306122,0.489795918367347,0.489795918367347,0.571428571428571,0.448979591836735,0.408163265306122,0.489795918367347,0.653061224489796,0.440233236151604,0.476190476190476,0.571428571428572,0,0.80952380952381,0.714285714285714,0,0.476190476190476,0.571428571428572,0.571428571428572,0.666666666666667,0.523809523809524,0.476190476190476,0.571428571428572,0.761904761904762,0.513605442176871,0.84210218415071,0.979965493525,NA,0.876518352651315,0.912771516428777,NA,0.84210218415071,0.979965493525,0.979965493525,0.833078200015919,0.669336279706564,0.84210218415071,0.979965493525,0.969428815157701,0.892275140876034
"BOB_2016",3,2,1,3,4,1,2,3,2,3,3,2,2,3,2.42857142857143,0.625,0.444444444444444,0,0.652777777777778,0.652777777777778,0,0.277777777777778,0.611111111111111,0.444444444444444,0.541666666666667,0.486111111111111,0.5,0.5,0.625,0.454365079365079,0.681818181818182,0.484848484848485,0,0.712121212121212,0.712121212121212,0,0.303030303030303,0.666666666666667,0.484848484848485,0.590909090909091,0.53030303030303,0.545454545454545,0.545454545454545,0.681818181818182,0.495670995670996,0.927996739409965,0.898996026681149,NA,0.970326335583036,0.811639706281697,NA,0.675721005434548,0.898236726504719,0.898996026681149,0.826722983459363,0.739304985309963,1,1,0.911530267796712,0.879955900261858
"BOB_2017",3,2,1,4,8,1,2,3,2,4,4,2,4,3,3.07142857142857,0.529585798816568,0.497041420118343,0,0.671597633136095,0.742603550295858,0,0.260355029585799,0.576923076923077,0.20414201183432,0.63905325443787,0.334319526627219,0.5,0.497041420118343,0.571005917159763,0.430262045646661,0.550769230769231,0.516923076923077,0,0.698461538461538,0.772307692307692,0,0.270769230769231,0.6,0.212307692307692,0.664615384615385,0.347692307692308,0.52,0.516923076923077,0.593846153846154,0.447472527472528,0.882038402209205,0.99411473442676,NA,0.851238446111629,0.685746980486442,NA,0.656450425544727,0.828826903792877,0.596618410775863,0.829773870948503,0.502952267871479,1,0.698384343599554,0.827756020796317,0.77949173388028
"BOB_2018",3,2,1,2,5,1,2,2,2,4,3,2,2,3,2.42857142857143,0.417777777777778,0.48,0,0.444444444444444,0.728888888888889,0,0.124444444444444,0.391111111111111,0.124444444444444,0.657777777777778,0.337777777777778,0.444444444444444,0.48,0.657777777777778,0.377777777777778,0.447619047619048,0.514285714285714,0,0.476190476190476,0.780952380952381,0,0.133333333333333,0.419047619047619,0.133333333333333,0.704761904761905,0.361904761904762,0.476190476190476,0.514285714285714,0.704761904761905,0.404761904761905,0.667611018297856,0.961406564361458,NA,0.898996026681149,0.838243362910057,NA,0.512128411009036,0.817338655024125,0.512128411009036,0.849868988530221,0.584064001362853,0.898996026681149,0.961406564361458,0.98065297165123,0.790236750156636
"BOB_2019",2,2,1,2,4,1,2,2,2,3,1,2,2,3,2.07142857142857,0.32,0.32,0,0.32,0.72,0,0.48,0.48,0.32,0.56,0,0.48,0.32,0.64,0.354285714285714,0.4,0.4,0,0.4,0.9,0,0.6,0.6,0.4,0.7,0,0.6,0.4,0.8,0.442857142857143,0.724667671903595,0.724667671903595,NA,0.724667671903595,0.921893121824361,NA,0.961406564361458,0.961406564361458,0.724667671903595,0.802269175340272,NA,0.961406564361458,0.724667671903595,0.949796545384325,0.834683354104664
"FRB_2011",2,1,1,2,1,2,1,1,1,1,1,2,1,2,1.35714285714286,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0.178571428571429,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.357142857142857,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,1
"FRB_2012",2,1,1,1,2,1,1,2,1,1,2,1,1,1,1.28571428571429,0.5,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0.142857142857143,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.285714285714286,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,1
"FRB_2013",2,2,2,2,3,2,2,2,2,2,1,2,3,2,2.07142857142857,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.666666666666667,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0,0.444444444444444,0.666666666666667,0.444444444444444,0.444444444444444,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0.666666666666667,1,0.666666666666667,0.666666666666667,0.898996026681149,0.898996026681149,0.898996026681149,0.898996026681149,1,0.898996026681149,0.898996026681149,0.898996026681149,0.898996026681149,0.898996026681149,NA,0.898996026681149,1,0.898996026681149,0.914535099499434
"UEB_2011",1,2,1,1,1,1,2,1,3,1,1,1,2,1,1.35714285714286,0,0.489795918367347,0,0,0,0,0.489795918367347,0,0.571428571428571,0,0,0,0.244897959183674,0,0.128279883381924,0,0.571428571428572,0,0,0,0,0.571428571428572,0,0.666666666666667,0,0,0,0.285714285714286,0,0.149659863945578,NA,0.979965493525,NA,NA,NA,NA,0.979965493525,NA,0.833078200015919,NA,NA,NA,0.639701696570802,NA,0.85817772090918
"UEB_2012",2,3,1,1,1,1,3,2,3,1,1,1,2,1,1.64285714285714,0.375,0.625,0,0,0,0,0.625,0.375,0.625,0,0,0,0.375,0,0.214285714285714,0.5,0.833333333333333,0,0,0,0,0.833333333333333,0.5,0.833333333333333,0,0,0,0.5,0,0.285714285714286,0.794949052073454,0.911530267796712,NA,NA,NA,NA,0.911530267796712,0.794949052073454,0.911530267796712,NA,NA,NA,0.794949052073454,NA,0.853239659935083
"UEB_2013",1,2,1,2,1,1,2,1,3,2,1,1,2,2,1.57142857142857,0,0.444444444444444,0,0.277777777777778,0,0,0.444444444444444,0,0.611111111111111,0.277777777777778,0,0,0.444444444444444,0.277777777777778,0.198412698412698,0,0.533333333333333,0,0.333333333333333,0,0,0.533333333333333,0,0.733333333333333,0.333333333333333,0,0,0.533333333333333,0.333333333333333,0.238095238095238,NA,0.898996026681149,NA,0.675721005434548,NA,NA,0.898996026681149,NA,0.898236726504719,0.675721005434548,NA,NA,0.898996026681149,0.675721005434548,0.803198260407401
"UEB_2014",3,2,1,3,1,1,2,2,3,2,2,1,3,2,2,0.37037037037037,0.345679012345679,0,0.592592592592593,0,0,0.493827160493827,0.493827160493827,0.592592592592593,0.197530864197531,0.197530864197531,0,0.37037037037037,0.444444444444444,0.292768959435626,0.416666666666667,0.388888888888889,0,0.666666666666667,0,0,0.555555555555556,0.555555555555556,0.666666666666667,0.222222222222222,0.222222222222222,0,0.416666666666667,0.5,0.329365079365079,0.599462208632273,0.756410006077859,NA,0.853207250877032,NA,NA,0.9877922222672,0.9877922222672,0.853207250877032,0.589715506629329,0.589715506629329,NA,0.599462208632273,0.898996026681149,0.771576040957068
"UEB_2015",2,1,1,1,1,2,2,2,3,1,1,1,2,2,1.57142857142857,0.444444444444444,0,0,0,0,0.444444444444444,0.444444444444444,0.444444444444444,0.666666666666667,0,0,0,0.444444444444444,0.444444444444444,0.238095238095238,0.666666666666667,0,0,0,0,0.666666666666667,0.666666666666667,0.666666666666667,1,0,0,0,0.666666666666667,0.666666666666667,0.357142857142857,0.898996026681149,NA,NA,NA,NA,0.898996026681149,0.898996026681149,0.898996026681149,1,NA,NA,NA,0.898996026681149,0.898996026681149,0.913425165726699
