"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60"
"SCL_2012",1,2,1,4,8,2,1,4,2,2,1,2,1,4,2.5,0,0.396694214876033,0,0.247933884297521,0.756198347107438,0.351239669421488,0,0.607438016528926,0.165289256198347,0.351239669421488,0,0.396694214876033,0,0.582644628099174,0.275383707201889,0,0.415584415584416,0,0.25974025974026,0.792207792207792,0.367965367965368,0,0.636363636363636,0.173160173160173,0.367965367965368,0,0.415584415584416,0,0.61038961038961,0.288497217068646,NA,0.825320458359533,NA,0.451606967225342,0.692965703109284,0.763517759873557,NA,0.775364647917519,0.556030146561148,0.763517759873557,NA,0.825320458359533,NA,0.815318525948379,0.718773603025317
"SCL_2013",1,1,1,4,4,2,2,4,1,2,1,2,1,3,2.07142857142857,0,0,0,0.666666666666667,0.666666666666667,0.444444444444444,0.277777777777778,0.666666666666667,0,0.277777777777778,0,0.277777777777778,0,0.611111111111111,0.277777777777778,0,0,0,0.8,0.8,0.533333333333333,0.333333333333333,0.8,0,0.333333333333333,0,0.333333333333333,0,0.733333333333333,0.333333333333333,NA,NA,NA,0.811654839115956,0.811654839115956,0.898996026681149,0.675721005434548,0.811654839115956,NA,0.675721005434548,NA,0.675721005434548,NA,0.898236726504719,0.782420035854672
"SCL_2014",1,1,1,2,5,2,1,3,2,2,1,2,2,2,1.92857142857143,0,0,0,0.489795918367347,0.73469387755102,0.244897959183674,0,0.448979591836735,0.244897959183674,0.408163265306122,0,0.244897959183674,0.244897959183674,0.244897959183674,0.236151603498542,0,0,0,0.571428571428572,0.857142857142857,0.285714285714286,0,0.523809523809524,0.285714285714286,0.476190476190476,0,0.285714285714286,0.285714285714286,0.285714285714286,0.275510204081633,NA,NA,NA,0.979965493525,0.821396437668066,0.639701696570802,NA,0.669336279706564,0.639701696570802,0.84210218415071,NA,0.639701696570802,0.639701696570802,0.639701696570802,0.723478764211594
"SCL_2015",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCL_2016",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCL_2017",1,1,1,2,1,1,1,1,1,1,1,2,1,1,1.14285714285714,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0.0714285714285714,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.142857142857143,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
"SCD_2012",1,2,1,4,4,3,3,3,2,2,1,1,2,3,2.28571428571429,0,0.495867768595041,0,0.615702479338843,0.665289256198347,0.475206611570248,0.516528925619835,0.491735537190083,0.495867768595041,0.495867768595041,0,0,0.165289256198347,0.524793388429752,0.353010625737899,0,0.51948051948052,0,0.645021645021645,0.696969696969697,0.497835497835498,0.541125541125541,0.515151515151515,0.51948051948052,0.51948051948052,0,0,0.173160173160173,0.54978354978355,0.369820655534941,NA,0.991797600718169,NA,0.778449232166574,0.869116694185647,0.718035315368357,0.842068330923813,0.8003056364457,0.991797600718169,0.991797600718169,NA,NA,0.556030146561148,0.76166783695752,0.830106599476327
"SCD_2013",1,2,1,3,3,1,2,3,2,2,1,1,2,2,1.85714285714286,0,0.48,0,0.64,0.56,0,0.48,0.56,0.32,0.32,0,0,0.32,0.48,0.297142857142857,0,0.6,0,0.8,0.7,0,0.6,0.7,0.4,0.4,0,0,0.4,0.6,0.371428571428571,NA,0.961406564361458,NA,0.949796545384325,0.802269175340272,NA,0.961406564361458,0.802269175340272,0.724667671903595,0.724667671903595,NA,NA,0.724667671903595,0.961406564361458,0.845839733873337
"SCD_2014",1,1,1,1,1,1,1,2,1,1,1,1,1,2,1.14285714285714,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.0714285714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
"SCD_2015",1,2,1,3,3,2,2,4,2,2,1,1,1,2,1.92857142857143,0,0.5,0,0.59375,0.40625,0.21875,0.5,0.6875,0.46875,0.46875,0,0,0,0.375,0.301339285714286,0,0.571428571428571,0,0.678571428571428,0.464285714285714,0.25,0.571428571428571,0.785714285714286,0.535714285714286,0.535714285714286,0,0,0,0.428571428571429,0.344387755102041,NA,1,NA,0.88612936095216,0.629576251694888,0.611929212534787,1,0.876657934067985,0.940856086883051,0.940856086883051,NA,NA,NA,0.794949052073454,0.853439331676597
"SCD_2016",2,2,1,1,1,2,2,2,2,1,1,2,2,2,1.64285714285714,0.444444444444444,0.444444444444444,0,0,0,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0,0,0.444444444444444,0.444444444444444,0.444444444444444,0.285714285714286,0.666666666666667,0.666666666666667,0,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.428571428571429,0.898996026681149,0.898996026681149,NA,NA,NA,0.898996026681149,0.898996026681149,0.898996026681149,0.898996026681149,NA,NA,0.898996026681149,0.898996026681149,0.898996026681149,0.898996026681149
"WSL_2012",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WSL_2016",1,1,1,1,1,1,1,1,1,1,2,1,1,2,1.14285714285714,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1
"WSL_2020",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BUR_2013",1,3,2,2,4,2,3,3,2,2,2,4,3,3,2.57142857142857,0,0.56198347107438,0.396694214876033,0.165289256198347,0.628099173553719,0.396694214876033,0.628099173553719,0.528925619834711,0.396694214876033,0.297520661157025,0.297520661157025,0.677685950413223,0.429752066115702,0.429752066115702,0.416765053128689,0,0.618181818181818,0.436363636363636,0.181818181818182,0.690909090909091,0.436363636363636,0.690909090909091,0.581818181818182,0.436363636363636,0.327272727272727,0.327272727272727,0.745454545454545,0.472727272727273,0.472727272727273,0.458441558441558,NA,0.855097693007126,0.825320458359533,0.556030146561148,0.761713765101422,0.825320458359533,0.928735061382163,0.759573629776223,0.825320458359533,0.698166684739849,0.698166684739849,0.855403633988031,0.662637355947153,0.662637355947153,0.762624875866824
"BUR_2014",2,1,2,2,4,2,3,2,2,2,2,2,2,2,2.14285714285714,0.375,0,0.375,0.375,0.75,0.375,0.625,0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.401785714285714,0.5,0,0.5,0.5,1,0.5,0.833333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.666666666666667,0.535714285714286,0.794949052073454,NA,0.794949052073454,0.794949052073454,1,0.794949052073454,0.911530267796712,0.794949052073454,0.794949052073454,0.794949052073454,0.794949052073454,0.794949052073454,0.794949052073454,1,0.835463137579327
"BUR_2015",1,1,1,1,1,1,1,2,1,1,1,1,1,2,1.14285714285714,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.0714285714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
"BUR_2016",2,1,1,1,2,1,2,1,1,1,2,1,2,2,1.42857142857143,0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0.214285714285714,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0.428571428571429,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,1,1
"SCS_2013",2,1,1,1,2,2,1,2,1,2,1,1,1,3,1.5,0.375,0,0,0,0.375,0.375,0,0.375,0,0.375,0,0,0,0.625,0.178571428571429,0.5,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0.833333333333333,0.238095238095238,0.794949052073454,NA,NA,NA,0.794949052073454,0.794949052073454,NA,0.794949052073454,NA,0.794949052073454,NA,NA,NA,0.911530267796712,0.814379254693997
"SCS_2014",1,2,1,2,2,2,1,2,2,2,2,1,1,1,1.57142857142857,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0.285714285714286,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0.571428571428571,NA,1,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,1
"NEU_2013",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.07142857142857,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
"NEU_2014",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEU_2015",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEU_2016",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEU_2020",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UST_2013",2,2,1,3,4,2,2,2,3,4,2,2,2,3,2.42857142857143,0.444444444444444,0.32,0,0.24,0.675555555555555,0.124444444444444,0.32,0.124444444444444,0.56,0.435555555555556,0.231111111111111,0.48,0.391111111111111,0.586666666666667,0.352380952380952,0.476190476190476,0.342857142857143,0,0.257142857142857,0.723809523809524,0.133333333333333,0.342857142857143,0.133333333333333,0.6,0.466666666666667,0.247619047619048,0.514285714285714,0.419047619047619,0.628571428571429,0.377551020408163,0.898996026681149,0.724667671903595,NA,0.505807133821121,0.841470860169838,0.512128411009036,0.724667671903595,0.512128411009036,0.802269175340272,0.568859663017362,0.624985234414022,0.961406564361458,0.817338655024125,0.866384811692606,0.720085406949786
"UST_2014",2,2,1,2,4,2,2,1,3,2,1,2,2,3,2.07142857142857,0.244897959183674,0.244897959183674,0,0.408163265306122,0.693877551020408,0.489795918367347,0.408163265306122,0,0.571428571428571,0.408163265306122,0,0.408163265306122,0.244897959183674,0.653061224489796,0.341107871720117,0.285714285714286,0.285714285714286,0,0.476190476190476,0.80952380952381,0.571428571428572,0.476190476190476,0,0.666666666666667,0.476190476190476,0,0.476190476190476,0.285714285714286,0.761904761904762,0.397959183673469,0.639701696570802,0.639701696570802,NA,0.84210218415071,0.876518352651315,0.979965493525,0.84210218415071,NA,0.833078200015919,0.84210218415071,NA,0.84210218415071,0.639701696570802,0.969428815157701,0.813318607969562
"KON_2013",1,1,1,1,1,1,1,2,2,1,1,1,1,1,1.14285714285714,0,0,0,0,0,0,0,0.444444444444444,0.444444444444444,0,0,0,0,0,0.0634920634920635,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0,0,0,0,0,0.0952380952380952,NA,NA,NA,NA,NA,NA,NA,0.898996026681149,0.898996026681149,NA,NA,NA,NA,NA,0.898996026681149
"KON_2014",2,1,1,1,1,2,2,2,1,2,2,1,1,1,1.42857142857143,0.444444444444444,0,0,0,0,0.444444444444444,0.277777777777778,0.5,0,0.277777777777778,0.444444444444444,0,0,0,0.170634920634921,0.533333333333333,0,0,0,0,0.533333333333333,0.333333333333333,0.6,0,0.333333333333333,0.533333333333333,0,0,0,0.204761904761905,0.898996026681149,NA,NA,NA,NA,0.898996026681149,0.675721005434548,1,NA,0.675721005434548,0.898996026681149,NA,NA,NA,0.84140501515209
"KON_2015",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KON_2016",1,1,1,2,1,2,2,3,1,1,2,1,2,1,1.5,0,0,0,0.375,0,0.375,0.375,0.625,0,0,0.375,0,0.375,0,0.178571428571429,0,0,0,0.5,0,0.5,0.5,0.833333333333333,0,0,0.5,0,0.5,0,0.238095238095238,NA,NA,NA,0.794949052073454,NA,0.794949052073454,0.794949052073454,0.911530267796712,NA,NA,0.794949052073454,NA,0.794949052073454,NA,0.814379254693997
"KON_2017",2,2,1,1,2,1,1,2,2,2,3,1,1,2,1.64285714285714,0.444444444444444,0.444444444444444,0,0,0.444444444444444,0,0,0.444444444444444,0.444444444444444,0.444444444444444,0.666666666666667,0,0,0.444444444444444,0.26984126984127,0.666666666666667,0.666666666666667,0,0,0.666666666666667,0,0,0.666666666666667,0.666666666666667,0.666666666666667,1,0,0,0.666666666666667,0.404761904761905,0.898996026681149,0.898996026681149,NA,NA,0.898996026681149,NA,NA,0.898996026681149,0.898996026681149,0.898996026681149,1,NA,NA,0.898996026681149,0.911621523346005
"KON_2018",1,1,1,2,1,1,2,2,2,2,2,2,1,2,1.57142857142857,0,0,0,0.444444444444444,0,0,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0,0.444444444444444,0.253968253968254,0,0,0,0.666666666666667,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0.666666666666667,0.380952380952381,NA,NA,NA,0.898996026681149,NA,NA,0.898996026681149,0.898996026681149,0.898996026681149,0.898996026681149,0.898996026681149,0.898996026681149,NA,0.898996026681149,0.898996026681149
"KON_2019",1,1,1,1,2,2,1,2,1,2,1,1,1,1,1.28571428571429,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0.142857142857143,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0.285714285714286,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1
"KON_2020",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KON_2023",1,1,1,2,1,2,2,2,2,2,1,1,1,1,1.42857142857143,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.214285714285714,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0.428571428571429,NA,NA,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,1
"FRI_2013",2,2,1,3,2,1,2,1,2,1,1,1,2,3,1.71428571428571,0.489795918367347,0.408163265306122,0,0.571428571428571,0.489795918367347,0,0.408163265306122,0,0.244897959183674,0,0,0,0.408163265306122,0.612244897959184,0.259475218658892,0.571428571428572,0.476190476190476,0,0.666666666666667,0.571428571428572,0,0.476190476190476,0,0.285714285714286,0,0,0,0.476190476190476,0.714285714285714,0.302721088435374,0.979965493525,0.84210218415071,NA,0.833078200015919,0.979965493525,NA,0.84210218415071,NA,0.639701696570802,NA,NA,NA,0.84210218415071,0.912771516428777,0.858973619064703
"FRI_2014",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRI_2015",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRI_2017",1,2,2,1,2,2,2,2,2,2,2,2,2,2,1.85714285714286,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.428571428571429,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0.857142857142857,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,1
"BAR_2014",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRU_2016",3,4,3,3,4,3,4,4,3,2,3,3,3,4,3.28571428571429,0.64,0.72,0.64,0.56,0.72,0.56,0.72,0.72,0.64,0.32,0.56,0.64,0.56,0.72,0.622857142857143,0.8,0.9,0.8,0.7,0.9,0.7,0.9,0.9,0.8,0.4,0.7,0.8,0.7,0.9,0.778571428571428,0.949796545384325,0.921893121824361,0.949796545384325,0.802269175340272,0.921893121824361,0.802269175340272,0.921893121824361,0.921893121824361,0.949796545384325,0.724667671903595,0.802269175340272,0.949796545384325,0.802269175340272,0.921893121824361,0.881599725994556
"BRU_2017",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRU_2018",1,2,1,4,3,1,2,2,2,3,1,2,2,3,2.07142857142857,0,0.444444444444444,0,0.722222222222222,0.611111111111111,0,0.277777777777778,0.5,0.444444444444444,0.611111111111111,0,0.277777777777778,0.5,0.666666666666667,0.361111111111111,0,0.533333333333333,0,0.866666666666667,0.733333333333333,0,0.333333333333333,0.6,0.533333333333333,0.733333333333333,0,0.333333333333333,0.6,0.8,0.433333333333333,NA,0.898996026681149,NA,0.935331486891243,0.898236726504719,NA,0.675721005434548,1,0.898996026681149,0.898236726504719,NA,0.675721005434548,1,1,0.888123900413207
"LIM_2016",3,4,3,5,7,3,4,5,5,5,4,4,3,5,4.28571428571429,0.402777777777778,0.638888888888889,0.291666666666667,0.75,0.763888888888889,0.569444444444444,0.513888888888889,0.666666666666667,0.722222222222222,0.666666666666667,0.416666666666667,0.583333333333333,0.569444444444444,0.611111111111111,0.583333333333333,0.439393939393939,0.696969696969697,0.318181818181818,0.818181818181818,0.833333333333333,0.621212121212121,0.560606060606061,0.727272727272727,0.787878787878788,0.727272727272727,0.454545454545454,0.636363636363636,0.621212121212121,0.666666666666667,0.636363636363636,0.637782792755422,0.827367677725618,0.540828492685951,0.891664397390939,0.7242185783287,0.821126431103425,0.631999334935264,0.734640655753816,0.82428685480785,0.734640655753816,0.54550567199316,0.725237861542094,0.821126431103425,0.645122143358722,0.721824855659872
"LIM_2017",1,1,1,3,3,2,2,2,2,2,2,1,2,3,1.92857142857143,0,0,0,0.666666666666667,0.666666666666667,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0,0.444444444444444,0.666666666666667,0.365079365079365,0,0,0,1,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0.666666666666667,1,0.547619047619048,NA,NA,NA,1,1,0.898996026681149,0.898996026681149,0.898996026681149,0.898996026681149,0.898996026681149,0.898996026681149,NA,0.898996026681149,1,0.929297218676804
"HAN_2016",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAN_2017",2,2,1,2,2,1,2,2,3,1,1,2,2,2,1.78571428571429,0.48,0.32,0,0.48,0.32,0,0.32,0.48,0.64,0,0,0.32,0.32,0.48,0.297142857142857,0.6,0.4,0,0.6,0.4,0,0.4,0.6,0.8,0,0,0.4,0.4,0.6,0.371428571428571,0.961406564361458,0.724667671903595,NA,0.961406564361458,0.724667671903595,NA,0.724667671903595,0.961406564361458,0.949796545384325,NA,NA,0.724667671903595,0.724667671903595,0.961406564361458,0.841876116234813
"HAN_2018",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEN_2018",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEN_2020",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
